Annotation_thread_id;Annotation_post_id;Annotation_sentence_id;Label;Sublabel;Valence
17305;186373.0;15;FN;;
17305;186373.0;16;FN;;
17305;186373.0;17;FN;;
17305;186373.0;18;FN;;
17305;186373.0;19;FN;;
17305;186373.0;20;FN;;
17305;186373.0;21;FN;;
17305;186373.0;22;FN;;
17305;186373.0;23;R;;+
17305;186373.0;24;FN;;
17305;186373.0;25;FN;;
17734;205830.0;1;FN;;
17734;205830.0;2;FN;;
17734;205830.0;3;FN;;
17734;205830.0;4;FN;;
17734;205830.0;5;FN;;
17734;205830.0;6;FN;;
17734;205830.0;7;FN;;
17734;205830.0;8;FN;;
17734;205830.0;9;FN;;
17734;205830.0;10;FN;;
17734;205830.0;11;FN;;
17734;205830.0;12;FN;;
17734;205830.0;13;O;;-
17734;205830.0;14;O;;-
17734;205830.0;15;O;;-
17734;205830.0;16;FN;;
17734;205830.0;17;FN;;
17734;205830.0;18;FN;;
17734;205830.0;19;FN;;
17734;205830.0;20;FN;;
17734;205830.0;21;FN;;
17734;205830.0;22;FN;;
17734;205830.0;23;FN;;
17734;205830.0;24;FN;;
17734;205830.0;25;FN;;
17734;205830.0;26;FN;;
17734;205830.0;27;FN;;
17734;205830.0;28;FN;;
17734;205830.0;29;FN;;
17734;211706.0;1;FN;;
17734;211706.0;2;FN;;
17734;211706.0;3;FN;;
17734;211706.0;4;FN;;
17734;211706.0;5;C;;+
17734;211706.0;6;FN;;
17734;211706.0;7;FN;;
17734;211706.0;8;FN;;
17734;211706.0;9;FN;;
17734;211738.0;1;FN;;
17734;211738.0;2;FN;;
17734;211738.0;3;FN;;
17734;211738.0;4;FN;;
17734;211738.0;5;FN;;
17734;211738.0;6;FN;;
17734;211738.0;7;FN;;
17734;211738.0;8;FN;;
17734;211738.0;9;FN;;
17734;211738.0;10;FN;;
17734;211844.0;1;FN;;
17734;211844.0;2;FN;;
17734;211844.0;3;FN;;
17734;211844.0;4;TS;;+
17734;211844.0;5;R;a;-
17734;211844.0;6;FN;;
17734;211844.0;7;FN;;
17734;211844.0;8;FN;;
20924;237089.0;1;TS;;+
20924;237089.0;2;R;;-/+
20924;237089.0;3;FN;;
20924;237089.0;4;FN;;
20924;237089.0;5;FN;;
20924;237197.0;1;FN;;
20924;237197.0;2;FN;;
20924;237197.0;3;FN;;
20924;237197.0;4;FN;;
20924;237197.0;5;FN;;
20924;237197.0;6;FN;;
20924;237197.0;7;FN;;
20924;237197.0;8;FN;;
20924;237197.0;9;FN;;
20924;237197.0;10;FN;;
20924;237197.0;11;FN;;
20924;237197.0;12;FN;;
20924;237197.0;13;FN;;
20924;237197.0;14;FN;;
20924;237197.0;15;FN;;
20924;237197.0;16;FN;;
20924;237197.0;17;FN;;
20924;237197.0;18;FN;;
20924;237197.0;19;TS;;-
20924;237197.0;20;FN;;
20924;237197.0;21;TS;;+
20924;237197.0;22;R;a;-
20924;237197.0;23;FN;;
20924;237267.0;1;FN;;
20924;237267.0;2;FN;;
20924;237267.0;3;R;;-
20924;237267.0;4;O;;-
20924;237267.0;5;R;a;+
20924;237267.0;6;FN;;
20924;237267.0;7;O;;+
20924;237267.0;8;FN;;
20924;237267.0;9;FN;;
20924;237267.0;10;R;a;-
20924;237267.0;11;R;;-
20924;237267.0;12;R;;-
20924;237278.0;1;R;;-
20924;237278.0;2;R;;-
17734;243315.0;1;FN;;
17734;243315.0;2;FN;;
17734;243315.0;3;FN;;
17734;243315.0;4;FN;;
17734;243315.0;5;R;a/n;-/+
17734;243315.0;6;R;n;+
17734;243315.0;7;FN;;
17734;243315.0;8;FN;;
17734;252337.0;1;FN;;
17734;252337.0;2;FN;;
17734;252337.0;3;FN;;
17734;252337.0;4;FN;;
17734;252337.0;5;FN;;
17734;252337.0;6;O;;-
17734;252337.0;7;O;;-
17734;252337.0;8;FN;;
17734;252337.0;9;FN;;
17734;252337.0;10;FN;;
17734;252337.0;11;FN;;
17734;252337.0;12;FN;;
24320;295454.0;1;FN;;
24320;295454.0;2;FN;;
24320;295454.0;3;FN;;
24320;295454.0;4;FN;;
24320;295454.0;5;FN;;
24320;295454.0;6;TS;;+
24320;295454.0;7;R;d;+/-
24320;295454.0;8;C;;+
24320;295454.0;9;FN;;
24320;295454.0;10;O;;-
24320;295454.0;11;O;;-
24320;295454.0;12;FN;;
24320;295454.0;13;FN;;
24320;295454.0;14;TS/R;d;+/-
24320;295454.0;15;C;;+
24320;295454.0;16;FN;;
25627;316669.0;1;FN;;
25627;316669.0;2;FN;;
25627;316669.0;3;FN;;
25627;316669.0;4;FN;;
25627;316669.0;5;FN;;
25627;316669.0;6;FN;;
25627;316669.0;7;FN;;
25627;316669.0;8;FN;;
25627;316669.0;9;FN;;
25627;316669.0;10;FN;;
25627;316669.0;11;FN;;
25627;316669.0;12;FN;;
25627;316669.0;13;FN;;
25627;316669.0;14;FN;;
25627;316669.0;15;FN;;
26496;337405.0;1;FN;;
26496;337405.0;2;FN;;
26496;337405.0;3;FN;;
26496;337405.0;4;FN;;
26496;337405.0;5;FN;;
26496;337405.0;6;FN;;
26496;337405.0;7;FN;;
26496;337405.0;8;R;;+
26496;337405.0;9;R;;+
26496;337405.0;10;R;;-
26496;337405.0;11;FN;;
26496;337405.0;12;FN;;
26496;337405.0;13;FN;;
27197;348664.0;1;FN;;
27197;348664.0;2;FN;;
27197;348664.0;3;FN;;
27197;348664.0;4;FN;;
27197;348664.0;5;FN;;
27197;348664.0;6;FN;;
27197;348664.0;7;FN;;
27197;348664.0;8;FN;;
27197;348664.0;9;FN;;
27197;348664.0;10;FN;;
27197;348664.0;11;FN;;
27197;348664.0;12;FN;;
27197;348664.0;13;FN;;
27197;348664.0;14;FN;;
27197;348664.0;15;FN;;
27197;348664.0;16;FN;;
27197;348664.0;17;FN;;
27197;348664.0;18;FN;;
27197;348664.0;19;FN;;
27197;348664.0;20;FN;;
27197;348664.0;21;FN;;
27197;348664.0;22;FN;;
27197;348664.0;23;FN;;
27197;348664.0;24;FN;;
27197;348664.0;25;FN;;
27197;348664.0;26;FN;;
27197;348664.0;27;FN;;
27197;348664.0;28;FN;;
27197;348664.0;29;FN;;
27197;348664.0;30;FN;;
27197;348664.0;31;FN;;
27197;348664.0;32;FN;;
27197;348664.0;33;FN;;
27197;348664.0;34;FN;;
27197;348664.0;35;FN;;
27197;348664.0;36;FN;;
27197;348664.0;37;FN;;
27197;348664.0;38;FN;;
27197;348664.0;39;FN;;
27197;348664.0;40;FN;;
27197;348664.0;41;FN;;
27197;348664.0;42;FN;;
27197;348664.0;43;FN;;
27197;348664.0;44;FN;;
27197;348664.0;45;FN;;
27197;348664.0;46;FN;;
27197;348664.0;47;FN;;
27197;348664.0;48;FN;;
27197;348664.0;49;FN;;
27197;348664.0;50;FN;;
27197;348664.0;51;FN;;
27197;348664.0;52;FN;;
27197;348664.0;53;FN;;
27197;348664.0;54;FN;;
27197;348664.0;55;R;;+
27197;348664.0;56;FN;;
27197;348664.0;57;FN;;
27197;348664.0;58;O;;+
27197;348664.0;59;R;;+
27197;348664.0;60;FN;;
27197;348664.0;61;FN;;
27197;348664.0;62;FN;;
27197;348664.0;63;FN;;
27197;348664.0;64;FN;;
27197;348664.0;65;FN;;
27197;348664.0;66;FN;;
27197;348664.0;67;FN;;
27711;358829.0;1;FN;;
27711;358829.0;2;FN;;
27711;358829.0;3;FN;;
27711;358829.0;4;FN;;
27711;358829.0;5;FN;;
27711;358829.0;6;FN;;
27711;358829.0;7;FN;;
27711;358829.0;8;FN;;
27711;358829.0;9;FN;;
27711;358829.0;10;FN;;
27711;358829.0;11;FN;;
27711;358829.0;12;O;;+
27711;358829.0;13;FN;;
27711;358829.0;14;FN;;
27711;358829.0;15;FN;;
27711;358829.0;16;FN;;
27711;358829.0;17;R;n;+
27711;358829.0;18;FN;;
27711;358829.0;19;R;;+
27711;358829.0;20;FN;;
27711;358829.0;21;R;;+
27711;358829.0;22;TS;;-
27711;358829.0;23;R;;+/-
27711;358829.0;24;R;;+
27711;358829.0;25;R;;+
27711;358829.0;26;R;;+
27711;358829.0;27;R;;+
27711;358829.0;28;R;;+
27711;358829.0;29;R;;+
27711;358829.0;30;R;;+
27711;358829.0;31;R;;+
27711;358829.0;32;R;;+
27711;358829.0;33;R;;+
27711;358829.0;34;R;;+
27711;358829.0;35;R;;+
27711;358829.0;36;R;;+
27711;358829.0;37;R;;+
27711;358829.0;38;R;;+
27711;358829.0;39;R;;+
27711;358829.0;40;R;;+
27711;358829.0;41;R;;+
27711;358829.0;42;R;;+
27711;358829.0;43;R;a;+
27711;358829.0;44;FN;;
27711;358829.0;45;R;;-/+
27711;358829.0;46;R;;-
27711;358829.0;47;FN;;
27711;358829.0;48;R;d;+
27711;358829.0;49;R;d;+
27711;358829.0;50;FN;;
27711;358829.0;51;FN;;
27711;358829.0;52;FN;;
28105;367955.0;1;FN;;
28105;367955.0;2;O;;+
28105;367955.0;3;FN;;
28105;367955.0;4;FN;;
28105;367955.0;5;FN;;
28105;367955.0;6;C;;+
28105;367955.0;7;R;d;+
28250;371033.0;1;C/O;;+/+
28250;399040.0;1;FN;;
28250;399040.0;2;TS;;+
28250;399040.0;3;C;;+
28250;399052.0;1;FN;;
28250;399052.0;2;FN;;
28250;399052.0;3;FN;;
28250;399052.0;4;FN;;
28250;399072.0;1;FN;;
28250;399072.0;2;FN;;
30383;423860.0;1;FN;;
30383;423860.0;2;O;;+
30383;423860.0;3;R;;+
30383;423860.0;4;TS/C;;+/+
30383;423860.0;5;TS;;-
30383;423860.0;6;O;;+
30383;423860.0;7;FN;;
31432;447339.0;1;TS;;+
31432;447339.0;2;FN;;
31432;447339.0;3;FN;;
31432;447339.0;4;FN;;
31432;447339.0;5;FN;;
31432;447339.0;6;FN;;
31432;447339.0;7;FN;;
31432;447339.0;8;FN;;
31432;447339.0;9;FN;;
31432;447339.0;10;FN;;
31432;447339.0;11;FN;;
31432;447377.0;1;FN;;
31432;447377.0;2;FN;;
31438;447432.0;1;C;;+
31438;447432.0;2;R;;+
31438;447432.0;3;R/C;;+/+
31438;447432.0;4;R;;-
31438;447432.0;5;FN;;
31438;447435.0;1;FN;;
31438;447435.0;2;FN;;
31438;447435.0;3;O;;-
31438;447435.0;4;FN;;
31438;447435.0;5;TS;;-
31438;447435.0;6;TS;;+
31438;447435.0;7;FN;;
31438;447435.0;8;FN;;
31432;447444.0;1;R;;-
31432;447444.0;2;R;a;+
31432;447444.0;3;FN;;
31432;447444.0;4;FN;;
31438;447594.0;1;FN;;
31433;447803.0;1;FN;;
31433;447803.0;2;FN;;
31433;447803.0;3;FN;;
31433;447803.0;4;O;;+
31433;447803.0;5;FN;;
31433;447803.0;6;O;;+
31433;447803.0;7;R;a;-
31432;447878.0;1;O;;+
31432;447878.0;2;FN;;
31432;447878.0;3;R;;-
31432;447878.0;4;FN;;
31432;447878.0;5;FN;;
31432;447878.0;6;FN;;
31432;447878.0;7;FN;;
31432;447878.0;8;FN;;
31432;447878.0;9;R;a;-
31432;447878.0;10;R;a;+
31432;447878.0;11;FN;;
31432;447878.0;12;FN;;
31432;447878.0;13;FN;;
31438;447966.0;1;C;;+/-
31438;447966.0;2;FN;;
31438;447966.0;3;R;a;+
31549;449257.0;1;R;d;+
31549;449257.0;2;R;n;+
31549;449257.0;3;FN;;
31549;449257.0;4;R;a;-
31549;449257.0;5;R;a;-
31549;449257.0;6;TS;;+
31549;449257.0;7;TS/R;;-/-
31549;449257.0;8;R;d;+
31549;449257.0;9;FN;;
31549;449257.0;10;FN;;
31549;451534.0;1;TS;;+
31549;451534.0;2;FN;;
31549;451534.0;3;C;;+
31549;451534.0;4;R;d;+
31549;451534.0;5;TS/R;;-/-
31549;451534.0;6;R;d;+
31549;451534.0;7;R;;+
31549;451534.0;8;R;d;+
31549;451534.0;9;R;;+
31549;451556.0;1;FN;;
31549;451556.0;2;FN;;
31549;451556.0;3;R;a;-
31549;451556.0;4;R;a;-
31549;451556.0;5;FN;;
31549;453497.0;1;R;;+/-
31549;453497.0;2;R;a;-/+
31549;453497.0;3;C;;+
31549;453497.0;4;R;;+
31549;453497.0;5;FN;;
31549;453497.0;6;O;;+
31824;453956.0;1;TS;;+
31824;453956.0;2;FN;;
31824;453956.0;3;TS;;+
31824;453956.0;4;C;;+
31824;453956.0;5;O;;+
31824;453956.0;6;R;a;+
31549;459116.0;1;O;;-
31549;459116.0;2;R;a;-
31549;459116.0;3;R;d;+
31549;466518.0;1;R;;+
31549;466518.0;2;FN;;
31549;466727.0;1;FN;;
31549;466727.0;2;FN;;
31549;466727.0;3;FN;;
31549;466730.0;1;FN;;
31549;466730.0;2;FN;;
31549;466730.0;3;FN;;
31549;466730.0;4;FN;;
31549;466730.0;5;FN;;
31549;466730.0;6;FN;;
31549;466730.0;7;R;;+
31549;466730.0;8;FN;;
31549;466730.0;9;FN;;
31549;466730.0;10;FN;;
31549;466730.0;11;R;;+
31549;466730.0;12;FN;;
31549;466730.0;13;R;;+
31549;466730.0;14;FN;;
33606;477442.0;1;FN;;
33606;477442.0;2;C;;+
33606;477442.0;3;FN;;
33606;477442.0;4;R;a;-
33606;477442.0;5;FN;;
33606;477442.0;6;FN;;
33606;477442.0;7;FN;;
33606;477443.0;1;FN;;
33606;477443.0;2;R;a;-
33606;477443.0;3;FN;;
33606;477443.0;4;FN;;
33606;477443.0;5;O;;+
33606;477443.0;6;FN;;
33606;477462.0;1;FN;;
33606;477462.0;2;C;;+
33606;477462.0;3;O;;+
33606;477462.0;4;TS;;+
33606;477462.0;5;O;;+
33606;477462.0;6;O;;+
33606;477462.0;7;O;;+
33606;477462.0;8;O;;+
33606;477462.0;9;FN;;
33606;477462.0;10;O;;+
33606;477462.0;11;R;;+
33606;477462.0;12;O;;+
33606;477462.0;13;FN;;
33606;477462.0;14;FN;;
33606;477462.0;15;TS;;+
33606;477462.0;16;FN;;
33606;477479.0;1;TS;;+
33606;477479.0;2;FN;;
33606;477479.0;3;TS;;+
33606;477479.0;4;TS;;+
33606;477479.0;5;TS;;+
33606;477479.0;6;TS;;+
33606;477479.0;7;TS;;+
33606;477479.0;8;TS;;+
33606;477479.0;9;O;;+
33606;477479.0;10;O;;+
33606;477479.0;11;FN;;
33606;477479.0;12;FN;;
33606;477479.0;13;FN;;
34107;483948.0;1;FN;;
34107;483948.0;2;FN;;
34107;483948.0;3;C;;+
34107;483948.0;4;C;;+
34107;483948.0;5;R;;+
34107;483948.0;6;R;;+
34107;483948.0;7;R;;+
34107;483948.0;8;R;;+
34107;483948.0;9;R;;+
34107;483948.0;10;FN;;
34107;483948.0;11;FN;;
34107;483992.0;1;FN;;
34107;483992.0;2;R;;+
34107;483992.0;3;R;d;+
34107;483992.0;4;FN;;
34107;483992.0;5;R;;+
34107;483992.0;6;R;;+
34107;483992.0;7;FN;;
34107;483992.0;8;FN;;
34107;484008.0;1;FN;;
34107;484008.0;2;R;d;+
34107;484008.0;3;O;;+
34107;484008.0;4;FN;;
34107;484008.0;5;FN;;
34107;484053.0;1;FN;;
34107;484053.0;2;FN;;
34107;484053.0;3;FN;;
34107;484053.0;4;R;;-
34107;484053.0;5;FN;;
34116;484065.0;1;R/R;a/;+/-
34116;484065.0;2;R;a;-
34116;484065.0;3;R;;-
34116;484065.0;4;R;;-
34116;484065.0;5;R;;-
34116;484065.0;6;FN;;
34116;484073.0;1;FN;;
34116;484073.0;2;FN;;
34116;484073.0;3;FN;;
34116;484073.0;4;FN;;
34116;484073.0;5;FN;;
34116;484073.0;6;R;;-
34116;484073.0;7;R;;-
34116;484073.0;8;R;;-
34116;484073.0;9;R;;+
34116;484073.0;10;R;d;+
34116;484073.0;11;FN;;
34107;484099.0;1;FN;;
34107;484099.0;2;FN;;
34107;484099.0;3;R;;+
34107;484099.0;4;TS;;+
34107;484099.0;5;R;;-
34107;484099.0;6;R;a;+
34107;484099.0;7;FN;;
34107;484106.0;1;FN;;
34107;484106.0;2;FN;;
34107;484106.0;3;FN;;
34107;484106.0;4;FN;;
34107;484106.0;5;FN;;
34107;484106.0;6;TS;;+
34107;484106.0;7;FN;;
34107;484106.0;8;C;;+
34107;484106.0;9;R;;-
34107;484106.0;10;R;;-
34107;484106.0;11;R;d;+
34107;484106.0;12;FN;;
34107;484106.0;13;FN;;
34107;484106.0;14;FN;;
34107;484110.0;1;FN;;
34107;484110.0;2;FN;;
34107;484110.0;3;FN;;
34107;484110.0;4;TS;;+
34107;484110.0;5;TS;;+
34107;484110.0;6;TS;;+
34107;484110.0;7;TS;;+
34107;484110.0;8;TS;;+
34107;484110.0;9;TS;;+
34107;484110.0;10;R;d;+
34107;484110.0;11;O;;+
34107;484110.0;12;O;;+
34107;484110.0;13;O;;-
34107;484110.0;14;FN;;
34107;484110.0;15;TS;;+
34107;484110.0;16;TS;;-
34107;484110.0;17;TS;;+
34107;484110.0;18;O;;+
34107;484110.0;19;TS;;+
34107;484110.0;20;R;a;+/-
34107;484110.0;21;R;d;+
34107;484110.0;22;O;;+
34107;484110.0;23;FN;;
34107;484110.0;24;FN;;
34107;484123.0;1;FN;;
34107;484123.0;2;FN;;
34107;484123.0;3;R;d;+
34107;484123.0;4;R;a;-
34107;484123.0;5;R;a;-
34107;484123.0;6;R;d;+
34107;484123.0;7;O;;+
34107;484123.0;8;O;;+
34107;484123.0;9;TS;;+
34107;484123.0;10;TS/C;;+/+
34107;484123.0;11;FN;;
34107;484123.0;12;O;;+
34107;484123.0;13;FN;;
34107;484123.0;14;FN;;
34107;484221.0;1;FN;;
34107;484221.0;2;R;a;-
34107;484221.0;3;FN;;
34107;484221.0;4;FN;;
34107;484221.0;5;FN;;
34107;484466.0;1;FN;;
34107;484466.0;2;FN;;
34107;484466.0;3;FN;;
34107;484466.0;4;R;;-
34107;484466.0;5;R;;+
34107;484466.0;6;FN;;
34107;484466.0;7;FN;;
34107;484466.0;8;FN;;
34107;484466.0;9;FN;;
34107;484604.0;1;FN;;
34107;484604.0;2;FN;;
34107;484604.0;3;C;;+
34107;484604.0;4;FN;;
34107;484604.0;5;R;;-
34107;484604.0;6;R;;-
34107;484604.0;7;R;a;+
34107;484604.0;8;O;;+
34107;484604.0;9;O;;-
34107;484604.0;10;TS;;+
34107;484604.0;11;C;;+
34107;484604.0;12;FN;;
34107;484604.0;13;FN;;
34107;484604.0;14;FN;;
34107;484969.0;1;FN;;
34107;484969.0;2;TS;;+
34107;484969.0;3;FN;;
34107;484969.0;4;FN;;
34107;484969.0;5;R;;+
34107;484969.0;6;R;d;+
34107;484969.0;7;C;;-
34107;484969.0;8;FN;;
34107;484969.0;9;FN;;
34107;485195.0;1;FN;;
34107;485195.0;2;FN;;
34107;485195.0;3;R;;+
34107;485195.0;4;FN;;
34107;485195.0;5;R;d;+
34107;485195.0;6;R;;+
34107;485195.0;7;FN;;
34107;485195.0;8;FN;;
34107;485195.0;9;FN;;
34107;485195.0;10;FN;;
34107;485195.0;11;O;;+
34107;485195.0;12;R;n;+
34107;485195.0;13;R;a;-
34574;490351.0;1;FN;;
34574;490351.0;2;FN;;
34574;490351.0;3;TS;;+/-
34574;490351.0;4;FN;;
34643;491162.0;1;R/TS;a;-/+
34643;491162.0;2;FN;;
34643;491162.0;3;TS;;+
34643;491162.0;4;R;a;+
34643;491162.0;5;FN;;
34643;491162.0;6;FN;;
34643;491162.0;7;FN;;
34643;491162.0;8;FN;;
34643;491162.0;9;FN;;
34643;491162.0;10;FN;;
34643;491162.0;11;FN;;
34643;491162.0;12;FN;;
34643;491162.0;13;FN;;
34643;491162.0;14;FN;;
34643;491162.0;15;FN;;
34643;491162.0;16;FN;;
34643;491162.0;17;FN;;
34643;491162.0;18;FN;;
34643;491162.0;19;FN;;
34643;491162.0;20;FN;;
34643;491162.0;21;FN;;
34643;491162.0;22;FN;;
34643;491162.0;23;FN;;
34643;491162.0;24;FN;;
34643;491162.0;25;FN;;
34643;491162.0;26;FN;;
34643;491162.0;27;FN;;
34643;491162.0;28;FN;;
34643;491162.0;29;FN;;
34643;491162.0;30;FN;;
34643;491162.0;31;FN;;
34643;491162.0;32;FN;;
34643;491162.0;33;FN;;
34643;491162.0;34;FN;;
34643;491162.0;35;FN;;
34643;491162.0;36;FN;;
34643;491162.0;37;FN;;
34107;495941.0;1;FN;;
34107;495941.0;2;R;a;-
34107;495941.0;3;TS;;-
34107;495941.0;4;R;a;-
34107;495941.0;5;FN;;
34107;495941.0;6;FN;;
34107;495941.0;7;FN;;
34107;495941.0;8;FN;;
34107;495941.0;9;FN;;
34107;495941.0;10;FN;;
34107;495941.0;11;FN;;
34107;495941.0;12;FN;;
34107;495941.0;13;TS;;+
34107;495941.0;14;O;;-
34107;495941.0;15;O;;+
34107;495941.0;16;C;;-
34107;495941.0;17;FN;;
34107;495941.0;18;FN;;
34990;496075.0;1;FN;;
34990;496075.0;2;FN;;
34990;496075.0;3;R;a;-
34990;496075.0;4;R;a;-
34990;496075.0;5;FN;;
34990;496075.0;6;FN;;
34990;496075.0;7;FN;;
34990;496075.0;8;R/R;a/d;-/-
34990;496075.0;9;FN;;
34990;496075.0;10;FN;;
34990;496075.0;11;FN;;
34990;496075.0;12;FN;;
34990;496075.0;13;FN;;
34990;496082.0;1;FN;;
34990;496082.0;2;R;a;-
34990;496082.0;3;FN;;
34990;496082.0;4;O;;+
34990;496082.0;5;FN;;
34990;496082.0;6;FN;;
34990;496082.0;7;FN;;
34990;496082.0;8;FN;;
34990;496082.0;9;C;;+
34990;496082.0;10;O;;+
34990;496082.0;11;R;;+
34990;496082.0;12;FN;;
34990;496082.0;13;O;;+
34990;496082.0;14;O;;+
34990;496082.0;15;FN;;
34990;496082.0;16;O;;+
34990;496082.0;17;FN;;
34990;496082.0;18;FN;;
34990;496082.0;19;FN;;
34990;496082.0;20;FN;;
34990;496082.0;21;FN;;
34990;496082.0;22;C;;+
34990;496082.0;23;FN;;
34990;496082.0;24;FN;;
34990;496086.0;1;FN;;
34990;496086.0;2;O;;+
34990;496086.0;3;FN;;
34990;496086.0;4;FN;;
34990;496086.0;5;FN;;
34990;496086.0;6;FN;;
34990;496086.0;7;FN;;
34990;496086.0;8;FN;;
34990;496086.0;9;FN;;
34990;496086.0;10;O;;+
34990;496086.0;11;R;a;+/-
34990;496086.0;12;FN;;
34990;496086.0;13;O;;+
34990;496086.0;14;FN;;
34990;496086.0;15;FN;;
34990;496086.0;16;FN;;
34990;496086.0;17;FN;;
34990;496086.0;18;FN;;
34990;496086.0;19;FN;;
34990;496086.0;20;FN;;
34990;496086.0;21;R;;-
34990;496086.0;22;R;a;-
34990;496086.0;23;FN;;
34990;496086.0;24;FN;;
34990;496086.0;25;FN;;
34990;496086.0;26;R;a;+
34990;496086.0;27;FN;;
34990;496086.0;28;FN;;
34990;496086.0;29;FN;;
34990;496086.0;30;FN;;
34990;496086.0;31;FN;;
34990;496086.0;32;R;d;+
34990;496086.0;33;FN;;
34990;496086.0;34;O;;+
34990;496086.0;35;FN;;
34990;496086.0;36;FN;;
34990;496086.0;37;FN;;
34990;496086.0;38;FN;;
34990;496232.0;1;R;;+
34990;496232.0;2;R;;+
34990;496232.0;3;R;;+
34990;496232.0;4;FN;;
34990;496232.0;5;FN;;
34990;496232.0;6;FN;;
34107;496272.0;1;FN;;
34107;496272.0;2;FN;;
34107;496272.0;3;FN;;
34107;496272.0;4;TS;;+
34107;496272.0;5;FN;;
34107;496272.0;6;TS;;+
34107;496272.0;7;TS;;+
34107;496272.0;8;TS;;+
34107;496272.0;9;FN;;
34107;496272.0;10;FN;;
34107;496272.0;11;FN;;
34107;496272.0;12;FN;;
34107;496272.0;13;FN;;
34107;496272.0;14;FN;;
34107;496272.0;15;R;a;-
34107;496272.0;16;TS;;-
34107;496272.0;17;FN;;
34107;496272.0;18;R;n;+
34107;496272.0;19;R;a;-
34107;496272.0;20;FN;;
34990;496312.0;1;FN;;
34990;496312.0;2;FN;;
34990;496312.0;3;R;n;+
34990;496312.0;4;FN;;
34990;496312.0;5;FN;;
34990;496312.0;6;O;;+
34990;496312.0;7;O;;+
34990;496312.0;8;O;;+
34990;496312.0;9;FN;;
34990;496312.0;10;FN;;
34990;496312.0;11;FN;;
34107;496482.0;1;FN;;
34107;496482.0;2;FN;;
34107;496482.0;3;FN;;
34107;496482.0;4;R;a;-
34107;496482.0;5;C;;+
34107;496482.0;6;R;a;+
34107;496482.0;7;FN;;
34107;496482.0;8;FN;;
34107;496482.0;9;FN;;
